High-yielding,Not high-yielding,sentences
0,1,"tert-butyl 4-(aminomethyl)piperidine-1-carboxylate and dichloromethane react together in the presence of benzyl(triethyl)azanium, oxidane, chloride, sodium(1+), hydroxide to produce tert-butyl 4-(isocyanomethyl)piperidine-1-carboxylate."
1,0,"2,6-dimethylphenol and 4-nitrobenzene-1,2-dicarbonitrile react together in the presence of N,N-dimethylformamide, oxidane, carbonate, potassium(1+) to produce 4-(2,6-dimethylphenoxy)benzene-1,2-dicarbonitrile."
0,1,"[4-(2-chloroethyl)piperazin-1-yl]-(3,4-dimethoxyphenyl)methanone and N-pyridin-2-yl-1H-benzimidazole-2-carboxamide react together in the presence of methylsulfinylmethane, chloride, hydride, azanium, sodium(1+) to produce 1-[2-[4-(3,4-dimethoxybenzoyl)piperazin-1-yl]ethyl]-N-pyridin-2-ylbenzimidazole-2-carboxamide."
0,1,"8-[[4-[2-(1-tert-butyltetrazol-5-yl)phenyl]phenyl]methyl]-4-(hydroxymethyl)-2-methyl-5,6-dihydropyrido[2,3-d]pyrimidin-7-one reacts in the presence of methanesulfonic acid, toluene to produce 4-(hydroxymethyl)-2-methyl-8-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-5,6-dihydropyrido[2,3-d]pyrimidin-7-one."
0,1,"2-propoxy-4-(trifluoromethyl)benzoic acid and N-methoxymethanamine react together in the presence of oxolane, 4-methylmorpholine, 4-(4,6-dimethoxy-1,3,5-triazin-2-yl)-4-methylmorpholin-4-ium, chloride to produce N-methoxy-N-methyl-2-propoxy-4-(trifluoromethyl)benzamide."
0,1,"tert-butyl 4-cyano-4-propan-2-ylpiperidine-1-carboxylate reacts in the presence of ethanol, azanium, nickel, hydroxide to produce tert-butyl 4-(aminomethyl)-4-propan-2-ylpiperidine-1-carboxylate."
0,1,"2-[3-[1-(2H-tetrazol-5-yl)ethoxy]phenoxy]aniline and 4-hexoxybenzoyl chloride react together in the presence of N,N-diethylethanamine, chlorane, dichloromethane, benzene to produce 4-hexoxy-N-[2-[3-[1-(2H-tetrazol-5-yl)ethoxy]phenoxy]phenyl]benzamide."
1,0,"4-bromobut-1-ene and 4-(iodomethyl)cyclohexane-1-carbonitrile react together in the presence of oxolane, chloride, iodocopper, lithium;carbanide, magnesium, azanium to produce 4-pent-4-enylcyclohexane-1-carbonitrile."
0,1,"propanoyl propanoate and 4-methoxybenzaldehyde react together in the presence of propanoate, hydrogen carbonate, sodium(1+) to produce (E)-3-(4-methoxyphenyl)-2-methylprop-2-enoic acid."
1,0,"ethyl 3-[3-fluoro-4-[(3-phenoxyphenyl)methoxy]phenyl]-2-methylpropanoate reacts in the presence of ethanol, chlorane, sodium(1+), hydroxide to produce 3-[3-fluoro-4-[(3-phenoxyphenyl)methoxy]phenyl]-2-methylpropanoic acid."
0,1,"N-(3-bromo-4-chloroquinolin-8-yl)-2,6-dichlorobenzamide and 1,3-dihydroimidazole-2-thione react together in the presence of 1-methylpyrrolidin-2-one, oxidane, carbonate, potassium(1+) to produce N-[3-bromo-4-(1H-imidazol-2-ylsulfanyl)quinolin-8-yl]-2,6-dichlorobenzamide."
0,1,"[4-[2-(4-propylcyclohexyl)ethyl]cyclohexen-1-yl]benzene reacts in the presence of ethanol, toluene, molecular hydrogen, palladium to produce [4-[2-(4-propylcyclohexyl)ethyl]cyclohexyl]benzene."
1,0,"ethyl 5-phenylmethoxy-1H-indole-2-carboxylate and tert-butyl (4R)-4-methyl-2,2-dioxooxathiazolidine-3-carboxylate react together in the presence of 2-methylpropan-2-olate, potassium(1+) to produce ethyl 1-[(2R)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propyl]-5-phenylmethoxyindole-2-carboxylate."
1,0,"(3S,4R)-4-(3-cyclopentyloxy-4-methoxyphenyl)-1-methoxycarbonylpyrrolidine-3-carboxylic acid and di(imidazol-1-yl)methanone react together in the presence of dichloromethane to produce methyl (3S,4R)-3-carbamoyl-4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidine-1-carboxylate."
0,1,"2-(5-bromothiophen-2-yl)-1,3-dioxolane and 1-(bromomethyl)-3-chlorobenzene react together in the presence of oxolane, lithium;butane to produce 2-[5-[(3-chlorophenyl)methyl]thiophen-2-yl]-1,3-dioxolane."
1,0,"methyl 3-(methylamino)-2-[[4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]phenyl]methyl]-3-oxopropanoate reacts in the presence of oxolane, ethyl acetate, methanol, chlorane, oxidane, sodium(1+), hydroxide to produce 3-(methylamino)-2-[[4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]phenyl]methyl]-3-oxopropanoic acid."
0,1,3-(6-methoxynaphthalen-2-yl)aniline reacts in the presence of tribromoborane to produce 6-(3-aminophenyl)naphthalen-2-ol.
1,0,"ethanol and 2-chloroacetic acid react together in the presence of chlorane, oxidane, sodium(1+) to produce 2-[[1,3-bis(carboxymethylsulfanyl)-2H-1,2,4-triazin-5-yl]sulfanyl]acetic acid."
1,0,"1-(chloromethoxy)-2-methoxyethane and 5-(1-adamantyl)-2,4-dihydroxybenzaldehyde react together to produce 5-(1-adamantyl)-2,4-bis(2-methoxyethoxymethoxy)benzaldehyde."
0,1,"3-methoxybenzenesulfonyl chloride and pyrrolidin-2-one react together in the presence of oxolane, hexane, butane, lithium(1+) to produce 1-(3-methoxyphenyl)sulfonylpyrrolidin-2-one."
0,1,"2-[3,5-bis(trifluoromethyl)phenyl]-N,2-dimethyl-N-[4-(2-methylphenyl)-6-(3-oxomorpholin-4-yl)pyridin-3-yl]propanamide reacts in the presence of oxolane, propan-2-one, methanol, oxidane, boranuide, cerium(3+), chloride, sodium(1+) to produce 2-[3,5-bis(trifluoromethyl)phenyl]-N-[6-(3-hydroxymorpholin-4-yl)-4-(2-methylphenyl)pyridin-3-yl]-N,2-dimethylpropanamide."
1,0,tert-butyl 4-oxopiperidine-1-carboxylate and ethoxyethane react together to produce tert-butyl 4-hydroxy-4-(4-methoxy-2-methylphenyl)piperidine-1-carboxylate.
1,0,"tert-butyl 4-(N'-hydroxycarbamimidoyl)piperidine-1-carboxylate reacts in the presence of acetic acid, methanol, nickel to produce tert-butyl 4-carbamimidoylpiperidine-1-carboxylate."
0,1,"1-[4-(1H-benzimidazol-2-ylamino)piperidin-1-yl]-3-methylbutan-2-one and phenylmethanamine react together in the presence of methanol, palladium to produce N-[1-(2-amino-3-methylbutyl)piperidin-4-yl]-1H-benzimidazol-2-amine."
0,1,"7-cyclopentyl-N,N-dimethyl-2-[(5-piperazin-1-ylpyridin-2-yl)amino]pyrrolo[2,3-d]pyrimidine-6-carboxamide and 1-bromo-2-fluoroethane react together in the presence of acetonitrile, N,N-dimethylformamide, chlorane, carbonate, potassium(1+) to produce 7-cyclopentyl-2-[[5-[4-(2-fluoroethyl)piperazin-1-yl]pyridin-2-yl]amino]-N,N-dimethylpyrrolo[2,3-d]pyrimidine-6-carboxamide."
0,1,"7-bromo-1-nitronaphthalene reacts in the presence of oxidane, iron to produce 7-bromonaphthalen-1-amine."
1,0,"acetonitrile and ethyl (2S,5R)-2,5-dimethylpiperazine-1-carboxylate react together in the presence of sodium(1+) to produce ethyl (2S,5R)-2,5-dimethyl-4-prop-2-enylpiperazine-1-carboxylate."
1,0,"(2E)-2-[2-[(2-chloroacetyl)amino]-1,3-thiazol-4-yl]-2-methoxyiminoacetic acid and 1-iodopyrrolidine-2,5-dione react together in the presence of N,N-dimethylacetamide to produce (2E)-2-[2-[(2-chloroacetyl)amino]-5-iodo-1,3-thiazol-4-yl]-2-methoxyiminoacetic acid."
0,1,"propan-2-yl carbonochloridate and 1-(cyclopropylmethyl)-6-ethoxy-3-iodo-2-(4-nitrophenyl)indole react together in the presence of ethanol, dichloromethane, oxidane, chloride, iron, azanium, pyridine to produce propan-2-yl N-[4-[1-(cyclopropylmethyl)-6-ethoxy-3-iodoindol-2-yl]phenyl]carbamate."
0,1,"3-(dimethylamino)-5-(trifluoromethyl)benzaldehyde and nitromethane react together in the presence of acetic acid, acetate, azanium to produce N,N-dimethyl-3-(2-nitroethenyl)-5-(trifluoromethyl)aniline."
0,1,"4-(chloromethyl)-2-propan-2-yl-1,3-thiazole and N-benzyl-2-(4-hydroxy-2-oxopyridin-1-yl)-4-methyl-1,3-thiazole-5-carboxamide react together to produce N-benzyl-4-methyl-2-[2-oxo-4-[(2-propan-2-yl-1,3-thiazol-4-yl)methoxy]pyridin-1-yl]-1,3-thiazole-5-carboxamide."
1,0,"methyl 4-methoxy-3-[(3,4,5-trioctadecoxycyclohexanecarbonyl)amino]benzoate reacts in the presence of oxolane, bis(2-methylpropyl)alumane, toluene, chlorane to produce N-[5-(hydroxymethyl)-2-methoxyphenyl]-3,4,5-trioctadecoxycyclohexane-1-carboxamide."
1,0,"4-methylbenzenesulfonyl chloride and N'-[2-(2-aminoethylamino)ethyl]ethane-1,2-diamine react together in the presence of pyridine to produce 4-methyl-N-[2-[(4-methylphenyl)sulfonyl-[2-[(4-methylphenyl)sulfonyl-[2-[(4-methylphenyl)sulfonylamino]ethyl]amino]ethyl]amino]ethyl]benzenesulfonamide."
1,0,"2,3-dimethylbutane-2,3-diol and 4-(5-phenylpentoxy)-3-thiophen-2-ylbenzaldehyde react together in the presence of hexane, ethyl acetate, 4-methylbenzenesulfonic acid, benzene to produce 4,4,5,5-tetramethyl-2-[4-(5-phenylpentoxy)-3-thiophen-2-ylphenyl]-1,3-dioxolane."
1,0,"N-ethyl-N-propan-2-ylpropan-2-amine and (3S,6S)-N-benzyl-1-(6-chloro-2-methylsulfonylpyrimidin-4-yl)-6-(trifluoromethyl)piperidine-3-carboxamide react together in the presence of 1,4-dioxane, methanamine to produce (3S,6S)-N-benzyl-1-[6-chloro-2-(methylamino)pyrimidin-4-yl]-6-(trifluoromethyl)piperidine-3-carboxamide."
0,1,"4,5-difluorobenzene-1,2-diamine and 2-(4-morpholin-4-yl-6-oxo-1H-pyrimidin-2-yl)acetate react together in the presence of sodium(1+) to produce 2-[(5,6-difluoro-1H-benzimidazol-2-yl)methyl]-4-morpholin-4-yl-1H-pyrimidin-6-one."
0,1,"1-bromododecane and methyl 8-hydroxyquinoline-2-carboxylate react together in the presence of N,N-dimethylformamide, dichloromethane, hydride, iodide, sodium(1+) to produce methyl 8-dodecoxyquinoline-2-carboxylate."
0,1,"ethyl 2,4-difluoro-3-methylbenzoate and azide react together in the presence of methylsulfinylmethane, toluene, oxidane, sodium(1+) to produce ethyl 4-azido-2-fluoro-3-methylbenzoate."
0,1,"6-chloro-2-(chloromethyl)imidazo[1,2-a]pyridine and 1-[5-(trifluoromethyl)pyridin-2-yl]piperazine react together in the presence of N,N-diethylethanamine, ethane-1,2-diol to produce 6-chloro-2-[[4-[5-(trifluoromethyl)pyridin-2-yl]piperazin-1-yl]methyl]imidazo[1,2-a]pyridine."
1,0,"tert-butyl N-[(2-bromophenyl)methyl]carbamate and [4-[[tert-butyl(dimethyl)silyl]oxymethyl]phenyl]boronic acid react together in the presence of 1,2-dimethoxyethane, oxidane, barium(2+), chloride, azanium, hydroxide, palladium, triphenylphosphane to produce tert-butyl N-[[2-[4-[[tert-butyl(dimethyl)silyl]oxymethyl]phenyl]phenyl]methyl]carbamate."
1,0,"1H-indole-5-carboxylic acid and hydrogen carbonate react together in the presence of ethyl acetate, iodomethane, N,N-dimethylformamide, oxidane, sodium(1+) to produce methyl 1H-indole-5-carboxylate."
0,1,"N-ethyl-N-propan-2-ylpropan-2-amine and 2-(3-fluoro-2-methylquinoxalin-5-yl)-1,5,6,7-tetrahydropyrrolo[3,2-c]pyridin-4-one react together in the presence of methanamine, chlorane to produce 2-[2-methyl-3-(methylamino)quinoxalin-5-yl]-1,5,6,7-tetrahydropyrrolo[3,2-c]pyridin-4-one."
1,0,"2-(9-hydroxy-3,3-dimethyl-1,5-dioxaspiro[5.5]undecan-9-yl)acetaldehyde and (1S)-1-naphthalen-2-ylethanamine react together to produce 3,3-dimethyl-9-[2-[[(1S)-1-naphthalen-2-ylethyl]amino]ethyl]-1,5-dioxaspiro[5.5]undecan-9-ol."
0,1,3-[(E)-3-(dimethylamino)prop-2-enoyl]-1-phenylpyridazin-4-one and [3-(trifluoromethyl)phenyl]hydrazine react together to produce 1-phenyl-3-[2-[3-(trifluoromethyl)phenyl]pyrazol-3-yl]pyridazin-4-one.
1,0,"N-(4-iodophenyl)-5,5,8,8-tetramethyl-6,7-dihydronaphthalene-2-carboxamide and ethyl 2-bromo-2,2-difluoroacetate react together in the presence of methylsulfinylmethane, chloride, copper, azanium to produce ethyl 2,2-difluoro-2-[4-[(5,5,8,8-tetramethyl-6,7-dihydronaphthalene-2-carbonyl)amino]phenyl]acetate."
1,0,"(3R)-1-[(2-methylpropan-2-yl)oxycarbonyl]piperidine-3-carboxylic acid and [5-(4-methylphenyl)sulfonylpyrrolo[2,3-b]pyrazin-2-yl]methanamine react together in the presence of N-ethyl-N-propan-2-ylpropan-2-amine, [dimethylamino(triazolo[4,5-b]pyridin-3-yloxy)methylidene]-dimethylazanium, chlorane, dichloromethane, hexafluorophosphate, oxidane to produce tert-butyl (3R)-3-[[5-(4-methylphenyl)sulfonylpyrrolo[2,3-b]pyrazin-2-yl]methylcarbamoyl]piperidine-1-carboxylate."
0,1,"morpholine and 5-[5-(2-bromoacetyl)-2-propoxyphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-7-one react together to produce 1-methyl-5-[5-(2-morpholin-4-ylacetyl)-2-propoxyphenyl]-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-7-one."
1,0,"2-bromo-1,3-thiazole and 4-bromo-2-ethylphenol react together in the presence of N,N-dimethylformamide, carbonate, potassium(1+) to produce 2-(4-bromo-2-ethylphenoxy)-1,3-thiazole."
1,0,"3-[(1-cyclopentyl-4-methoxypyrazolo[4,3-c]pyridin-3-yl)amino]benzenesulfonamide reacts in the presence of acetonitrile, chloro(trimethyl)silane, oxidane, iodide, sodium(1+) to produce 3-[(1-cyclopentyl-4-oxo-5H-pyrazolo[4,3-c]pyridin-3-yl)amino]benzenesulfonamide."
1,0,"3-[[4-(2-chloro-4-methoxyphenyl)-5-methyl-1,3-thiazol-2-yl]-propylamino]-4-methoxybenzoic acid reacts in the presence of oxolane, ethyl acetate, dichloromethane, aluminum(3+), hydride, lithium(1+) to produce [3-[[4-(2-chloro-4-methoxyphenyl)-5-methyl-1,3-thiazol-2-yl]-propylamino]-4-methoxyphenyl]methanol."
0,1,"ethyl 2-(chloromethyl)-6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridine-3-carboxylate and pyridin-3-ylmethanol react together in the presence of oxolane, ethyl acetate, oxidane, hydride, sodium(1+) to produce ethyl 2-(pyridin-3-ylmethoxymethyl)-6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridine-3-carboxylate."
1,0,"ethyl 3-[4-chloro-3-[(1S)-1-hydroxy-2-(4-methylphenyl)sulfonyloxyethyl]phenyl]propanoate reacts in the presence of ethanol, carbonate, potassium(1+) to produce ethyl 3-[4-chloro-3-[(2S)-oxiran-2-yl]phenyl]propanoate."
0,1,3-(2-fluorophenyl)propanenitrile reacts in the presence of oxolane to produce 3-(2-fluorophenyl)propan-1-amine.
1,0,"oxalyl dichloride and (Z)-3-benzoylsulfanylprop-2-enoic acid react together in the presence of N,N-dimethylformamide, dichloromethane to produce S-[(Z)-3-chloro-3-oxoprop-1-enyl] benzenecarbothioate."
0,1,"4-(4-fluorophenyl)but-3-en-2-one and hydroxylamine react together in the presence of methanol, chlorane, sodium(1+), hydroxide to produce N-[4-(4-fluorophenyl)but-3-en-2-ylidene]hydroxylamine."
0,1,"bromane and 3-chloro-4,5-difluoroaniline react together in the presence of oxidane, nitrite, bromocopper, sodium(1+) to produce 5-bromo-1-chloro-2,3-difluorobenzene."
0,1,"4-amino-2-phenylbutan-2-ol and 2-chloro-4-phenyl-1,3-thiazole react together in the presence of 2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepine to produce 2-phenyl-4-[(4-phenyl-1,3-thiazol-2-yl)amino]butan-2-ol."
0,1,"tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and 6-bromopyridin-2-amine react together in the presence of N,N-diethylethanamine, N,N-dimethylpyridin-4-amine, dichloromethane, oxidane to produce tert-butyl N-(6-bromopyridin-2-yl)carbamate."
1,0,3-propan-2-yloxyaniline and butanal react together to produce N-butyl-3-propan-2-yloxyaniline.
1,0,"methyl (2R)-3-methyl-2-[methyl-[4-(4-nitrophenyl)phenyl]sulfonylamino]butanoate reacts in the presence of ethyl acetate, dichlorotin, oxidane, carbonate, sodium(1+) to produce methyl (2R)-2-[[4-(4-aminophenyl)phenyl]sulfonyl-methylamino]-3-methylbutanoate."
0,1,"1-(3-acetylphenyl)-3-[(3R,4R)-3-[[(3S)-3-[(4-fluorophenyl)methyl]piperidin-1-yl]methyl]piperidin-4-yl]urea and 2,2-dimethylpropanoyl chloride react together in the presence of N,N-diethylethanamine, dichloromethane to produce 1-(3-acetylphenyl)-3-[(3R,4R)-1-(2,2-dimethylpropanoyl)-3-[[(3S)-3-[(4-fluorophenyl)methyl]piperidin-1-yl]methyl]piperidin-4-yl]urea."
0,1,"1-bromo-2-(dimethoxyphosphorylmethyl)benzene and furan-2-carbaldehyde react together in the presence of N,N-dimethylformamide, oxidane, hydride, sodium(1+) to produce 2-[(E)-2-(2-bromophenyl)ethenyl]furan."
0,1,"5-bromo-1-tert-butyl-2-(5-methoxy-2-pyrazol-1-ylphenyl)benzimidazole and (2-amino-5-bromopyridin-3-yl)methanol react together in the presence of 1,4-dioxane, acetate, 4,4,5,5-tetramethyl-2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1,3,2-dioxaborolane, N,N-dimethylformamide, dichloropalladium, oxidane, carbonate, iron(2+), potassium(1+), sodium(1+), 2,4-Cyclopentadien-1-yldiphenylphosphine to produce [2-amino-5-[1-tert-butyl-2-(5-methoxy-2-pyrazol-1-ylphenyl)benzimidazol-5-yl]pyridin-3-yl]methanol."
1,0,"tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and N-[[4-(diethoxymethyl)phenyl]methyl]oxan-4-amine react together in the presence of N,N-diethylethanamine, dichloromethane, 2-hydroxypropane-1,2,3-tricarboxylic acid, hydrogen carbonate, sodium(1+) to produce tert-butyl N-[[4-(diethoxymethyl)phenyl]methyl]-N-(oxan-4-yl)carbamate."
1,0,"3-methoxy-5-methylphenol and trifluoromethylsulfonyl trifluoromethanesulfonate react together in the presence of chlorane, pyridine to produce (3-methoxy-5-methylphenyl) trifluoromethanesulfonate."
0,1,adamantane-1-carboxylic acid and molecular oxygen react together in the presence of acetic acid to produce 3-hydroxyadamantane-1-carboxylic acid.
0,1,"molecular bromine and 5-(4-methoxyphenyl)sulfonyl-6-methyl-6H-phenanthridine react together in the presence of acetic acid, ethyl acetate, oxidane, chloride, sodium(1+) to produce 2-bromo-5-(4-methoxyphenyl)sulfonyl-6-methyl-6H-phenanthridine."
1,0,"benzyl 7,7-diaminoheptanoate and hexane-1,6-diamine react together in the presence of dichloromethane, benzaldehyde, sulfate, magnesium(2+) to produce N'-phenylhexane-1,6-diamine."
0,1,"2-bromo-9,9-dimethylfluorene and 4-(9,9-dimethyl-10H-acridin-2-yl)-N,N-diphenylaniline react together in the presence of dodecane, methanol, toluene, carbonate, hydrogen sulfite, copper, potassium(1+), sodium(1+) to produce 4-[10-(9,9-dimethylfluoren-2-yl)-9,9-dimethylacridin-2-yl]-N,N-diphenylaniline."
1,0,"1-(4-amino-3,5-dichlorophenyl)-2-[benzyl(6-prop-2-ynoxyhexyl)amino]ethanol and 2-bromo-3-methoxypyridine react together in the presence of oxolane, N-ethylethanamine, iodocopper to produce 1-(4-amino-3,5-dichlorophenyl)-2-[benzyl-[6-[3-(3-methoxypyridin-2-yl)prop-2-ynoxy]hexyl]amino]ethanol."
1,0,"methyl 2-(4-fluorophenyl)-5-phenylmethoxyfuro[2,3-c]pyridine-3-carboxylate reacts in the presence of oxolane, ethyl acetate, methanol, sodium(1+), hydroxide to produce 2-(4-fluorophenyl)-5-phenylmethoxyfuro[2,3-c]pyridine-3-carboxylic acid."
1,0,"4-formylbenzonitrile and hydroxylamine react together in the presence of acetate, ethoxyethane, methanol, chlorane, sodium(1+) to produce 4-(hydroxyiminomethyl)benzonitrile."
0,1,"2-methylpropanoyl 2-methylpropanoate and propanoyl propanoate react together to produce 4-(2-methylpropanoyl)-2-propan-2-yl-6,7-dihydro-1H-imidazo[1,2-a]purin-9-one."
0,1,"2-(4-aminopyrazol-1-yl)-2-methylpropan-1-ol and (3R)-1-(2-chloropyrimidin-4-yl)-3-cyclopropyl-2-oxopyrrolidine-3-carbonitrile react together in the presence of acetic acid, ethanol to produce (3R)-3-cyclopropyl-1-[2-[[1-(1-hydroxy-2-methylpropan-2-yl)pyrazol-4-yl]amino]pyrimidin-4-yl]-2-oxopyrrolidine-3-carbonitrile."
0,1,acetyl acetate and 1-(4-aminophenyl)-2-(2-chlorophenyl)-5-methyl-N-piperidin-1-ylimidazole-4-carboxamide react together in the presence of dichloromethane to produce 1-(4-acetamidophenyl)-2-(2-chlorophenyl)-5-methyl-N-piperidin-1-ylimidazole-4-carboxamide.
1,0,"1,4-dibromonaphthalene and chloro-dimethyl-prop-2-enylsilane react together in the presence of oxolane, chloride, azanium to produce (4-bromo-1-prop-2-enylnaphthalen-2-yl)-dimethylsilane."
1,0,"dimethoxymethane and 2,4-dibromophenol react together in the presence of N,N-diethylethanamine, 4-methylbenzenesulfonic acid, dichloromethane, oxidane to produce 2,4-dibromo-1-(methoxymethoxy)benzene."
1,0,"molecular iodine and 4-chloro-2-fluoroaniline react together in the presence of ethanol, dichloromethane, sulfate, silver to produce 4-chloro-2-fluoro-6-iodoaniline."
0,1,"ethyl N-[[3-[[4-cyano-3-(dimethylaminomethylideneamino)anilino]methyl]phenyl]-methyl-oxo-lambda6-sulfanylidene]carbamate and pyridin-3-amine react together in the presence of methanol, dichloromethane to produce ethyl N-[methyl-oxo-[3-[[[4-(pyridin-3-ylamino)quinazolin-7-yl]amino]methyl]phenyl]-lambda6-sulfanylidene]carbamate."
1,0,"3-chlorobenzoyl chloride and cyanide react together in the presence of copper(1+);cyanide, sodium(1+) to produce 3-chlorobenzoyl cyanide."
1,0,"methanamine and methyl 5-methyl-3-oxo-4-[3-(trifluoromethyl)phenyl]pyrazine-2-carboxylate react together to produce N,5-dimethyl-3-oxo-4-[3-(trifluoromethyl)phenyl]pyrazine-2-carboxamide."
0,1,"ethyl 4-methyl-3,6-dioxo-2-[1-(2,2,2-trifluoroethyl)pyrazol-4-yl]-1H-pyrrolo[3,4-c]pyridine-5-carboxylate and phosphoryl trichloride react together in the presence of oxolane, chlorane to produce 6-chloro-4-methyl-2-[1-(2,2,2-trifluoroethyl)pyrazol-4-yl]-1H-pyrrolo[3,4-c]pyridin-3-one."
0,1,"tert-butyl 2-[4-(bromomethyl)phenyl]benzoate and 5-acetyl-2-butyl-1H-imidazole-4-carbonitrile react together in the presence of N,N-dimethylacetamide, ethyl acetate, carbonate, potassium(1+) to produce tert-butyl 2-[4-[(4-acetyl-2-butyl-5-cyanoimidazol-1-yl)methyl]phenyl]benzoate."
1,0,"(S)-2-methylpropane-2-sulfinamide and (4-fluorophenyl)-[2-[4-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]piperazin-1-yl]pyrimidin-5-yl]methanone react together in the presence of oxolane, oxidane to produce (S)-N-[(4-fluorophenyl)-[2-[4-[6-(1-methylpyrazol-4-yl)pyrrolo[2,1-f][1,2,4]triazin-4-yl]piperazin-1-yl]pyrimidin-5-yl]methylidene]-2-methylpropane-2-sulfinamide."
0,1,"2-oxa-5-azabicyclo[2.2.1]heptane and 2-[[2-(5-propan-2-ylthieno[2,3-d]pyrimidin-4-yl)-2-azabicyclo[2.2.1]heptan-5-yl]oxy]ethyl methanesulfonate react together in the presence of butan-2-one, N,N-dimethylformamide, chlorane, dichloromethane, carbonate, potassium(1+) to produce 5-[2-[[2-(5-propan-2-ylthieno[2,3-d]pyrimidin-4-yl)-2-azabicyclo[2.2.1]heptan-5-yl]oxy]ethyl]-2-oxa-5-azabicyclo[2.2.1]heptane."
1,0,"diethyl 4-(5-methoxy-2,3-dihydro-1,4-benzodioxin-8-yl)benzene-1,2-dicarboxylate reacts in the presence of ethanol, diethyl 4-bromobenzene-1,2-dicarboxylate, potassium(1+), hydroxide to produce 4-(5-methoxy-2,3-dihydro-1,4-benzodioxin-8-yl)phthalic acid."
1,0,"4-(1-tert-butyl-4-methoxypyrazolo[4,3-c]pyridin-3-yl)benzenesulfonamide reacts in the presence of oxidane, 2,2,2-trifluoroacetic acid to produce 4-(4-methoxy-1H-pyrazolo[4,3-c]pyridin-3-yl)benzenesulfonamide."
0,1,1-[(4-aminophenyl)-methyl-oxo-lambda6-sulfanylidene]-3-benzylurea and (2R)-2-[(2-chloro-5-thiophen-2-ylpyrimidin-4-yl)amino]propan-1-ol react together to produce 1-benzyl-3-[[4-[[4-[[(2R)-1-hydroxypropan-2-yl]amino]-5-thiophen-2-ylpyrimidin-2-yl]amino]phenyl]-methyl-oxo-lambda6-sulfanylidene]urea.
1,0,"[(3R)-1-[(1R,2R)-2-[2-(4-methoxy-3-phenylmethoxyphenyl)ethoxy]cyclohexyl]-2,5-dioxopyrrolidin-3-yl] acetate reacts in the presence of oxolane, chlorane to produce (3R)-1-[(1R,2R)-2-[2-(4-methoxy-3-phenylmethoxyphenyl)ethoxy]cyclohexyl]pyrrolidin-3-ol."
0,1,5-methyl-3-pyridin-4-yl-1-[3-(trifluoromethyl)phenyl]pyrazole-4-carboxylic acid and [(2S)-1-piperidin-4-ylpyrrolidin-2-yl]methanol react together in the presence of chlorane to produce [4-[(2S)-2-(hydroxymethyl)pyrrolidin-1-yl]piperidin-1-yl]-[5-methyl-3-pyridin-4-yl-1-[3-(trifluoromethyl)phenyl]pyrazol-4-yl]methanone.
0,1,"2-(2-methoxyethoxy)acetic acid and 4,5-bis(bromomethyl)-1,3-dioxol-2-one react together in the presence of acetonitrile, carbonate, potassium(1+) to produce [5-(bromomethyl)-2-oxo-1,3-dioxol-4-yl]methyl 2-(2-methoxyethoxy)acetate."
0,1,"N-[3-(5-methyl-2-propan-2-ylphenyl)-5-(4-nitrophenyl)-4-oxo-1,3-thiazolidin-2-ylidene]carbamate and 2-[4-[1-[4-(trifluoromethoxy)phenyl]-1,2,4-triazol-3-yl]phenyl]cyclohexan-1-amine react together in the presence of acetonitrile, carbonate, cesium(1+) to produce 1-[3-(5-methyl-2-propan-2-ylphenyl)-4-oxo-1,3-thiazolidin-2-ylidene]-3-[2-[4-[1-[4-(trifluoromethoxy)phenyl]-1,2,4-triazol-3-yl]phenyl]cyclohexyl]urea."
1,0,"4-hydroxy-3-methoxybenzaldehyde and 4-(2-chloroethyl)morpholine react together in the presence of N,N-dimethylformamide, chlorane, carbonate, iodide, potassium(1+), sodium(1+) to produce 3-methoxy-4-(2-morpholin-4-ylethoxy)benzaldehyde."
1,0,"but-3-yn-1-ol and 4-(4-hydroxy-3-iodophenyl)benzonitrile react together in the presence of hexane, N,N-diethylethanamine, N,N-dimethylformamide, dichloromethane to produce 4-[2-(2-hydroxyethyl)-1-benzofuran-5-yl]benzonitrile."
0,1,"(2R,3S)-2-(5-cyclohexylpentoxycarbonylamino)-3-hydroxybutanoic acid reacts in the presence of N,N-diethylethanamine, [benzotriazol-1-yloxy(dimethylamino)methylidene]-dimethylazanium, dichloromethane, tetrafluoroborate to produce 5-cyclohexylpentyl N-[(2S,3R)-2-methyl-4-oxooxetan-3-yl]carbamate."
