reaction,High-yielding,Not high-yielding
Cc1cc(C(=O)O)nn1-c1ccccc1.Nc1cccc(Sc2ccc3nc(NC(=O)C4CC4)cn3n2)c1>C1CCOC1.CC(=O)N(C)C.CN(C)C=O.O=C(Cl)C(=O)Cl>Cc1cc(C(=O)Nc2cccc(Sc3ccc4nc(NC(=O)C5CC5)cn4n3)c2)nn1-c1ccccc1,0,1
CC(C)(C)OC(=O)N[C@@H]1CCCNC1.Cn1cc(Nc2nc(Cl)c3c(Cl)c[nH]c3n2)cn1>CCN(C(C)C)C(C)C.CS(C)=O.O>Cn1cc(Nc2nc(N3CCCC(NC(=O)OC(C)(C)C)C3)c3c(Cl)c[nH]c3n2)cn1,0,1
CC(C)(C)c1cc(N=C=O)no1.CCCCNC>c1ccccc1>CCCCN(C)C(=O)Nc1cc(C(C)(C)C)on1,1,0
CCCc1cc(C(F)(F)F)cc(CCC)c1C=CC(=O)OC>C1CCOC1.CO.[Li+].[OH-]>CCCc1cc(C(F)(F)F)cc(CCC)c1C=CC(=O)O,1,0
Nc1c(F)cc(Br)cc1Cl.OB(O)c1cccc(OCC(F)(F)F)c1>>Nc1c(F)cc(-c2cccc(OCC(F)(F)F)c2)cc1Cl,0,1
COc1ccccc1-c1ncccc1CN.S=C=Nc1cccc(Cl)c1Cl>O=C([O-])O.[Na+]>COc1ccccc1-c1ncccc1CNC(=S)Nc1cccc(Cl)c1Cl,1,0
COC(=O)C(C)(C)c1ccc(Cl)c([N+](=O)[O-])c1>CO.[K+].[OH-]>CC(C)(C(=O)O)c1ccc(Cl)c([N+](=O)[O-])c1,1,0
CC(C)(O)c1cccc(CN2c3ncnc(Cl)c3NN2N)n1.COc1cccc(B(O)O)c1>>COc1cccc(-c2ncnc3c2NN(N)N3Cc2cccc(C(C)(C)O)n2)c1,0,1
CCOC(=O)CC(=O)OCC.O=Cc1ccccc1[N+](=O)[O-]>CC(=O)OC(C)=O.O=C([O-])O.[Na+]>CCOC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OCC,0,1
COc1ccc(COCC=CCOC(=O)C=[N+]=[N-])cc1>ClCCl>COc1ccc(COC[C@H]2[C@@H]3COC(=O)[C@H]23)cc1,1,0
CCCCCNc1nc(N)nc(C)c1CCCNCc1cccc(CC(=O)OC)c1.Cn1cnc(S(=O)(=O)Cl)c1>ClCCl>CCCCCNc1nc(N)nc(C)c1CCCN(Cc1cccc(CC(=O)OC)c1)S(=O)(=O)c1cn(C)cn1,0,1
CN(C)C(On1nnc2cccnc21)=[N+](C)C.Cc1cccc(Oc2cccc(C(=O)O)c2)c1.NCCc1c[nH]c2ccc(Cl)cc12>CCN(C(C)C)C(C)C.CN(C)C=O.Cl.F[P-](F)(F)(F)(F)F>Cc1cccc(Oc2ccc(C(=O)NCCc3c[nH]c4ccc(Cl)cc34)cc2)c1,0,1
CCn1nc(C=O)cc1-c1cccc(C#N)c1>CCO.[BH4-].[Cl-].[NH4+].[Na+]>CCn1nc(CO)cc1-c1cccc(C#N)c1,1,0
C/C(=N\S(=O)C(C)(C)C)c1ccc(Cl)nn1.C[Mg]Br>C1CCOC1.CCOC(C)=O.[Cl-].[NH4+]>CC(C)(NS(=O)C(C)(C)C)c1ccc(Cl)nn1,0,1
CC(=O)Cl.O=C(O)c1cccc(Oc2ncccc2C(=O)NCc2ccccc2)c1>CO>COC(=O)c1cccc(Oc2ncccc2C(=O)NCc2ccccc2)c1,0,1
C#Cc1cccnc1N.ON=C(Cl)Cc1ccc(COc2cc(F)ccn2)cc1>C1CCOC1.CCN(CC)CC.O>Nc1ncccc1-c1cc(Cc2ccc(COc3cc(F)ccn3)cc2)no1,0,1
COc1cc([N+](=O)[O-])cc2c(O)c(C#N)cnc12.ClP(Cl)(Cl)(Cl)Cl>CCCCCC.O=P(Cl)(Cl)Cl>COc1cc([N+](=O)[O-])cc2c(Cl)c(C#N)cnc12,0,1
Nc1cccc2c1CC(=O)N2.S=C(Oc1ccccn1)Oc1ccccn1>CN(C)c1ccncc1.ClCCl>O=C1Cc2c(N=C=S)cccc2N1,1,0
NC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1Nc1c(Cl)cnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)nc12.O=C(O)C(F)(F)F>COc1ccccc1C=O.NC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@H]1Nc1c(Cl)cnc(N)c1N>COc1ccccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,1,0
CCc1c(C)nc2cccc(C)n2c1=O>CCO>CCc1c(C)nc2n(c1=O)C(C)CCC2,1,0
COc1ccc(F)c(Cc2ccncc2)c1>CC(=O)O.O=[Pt]>COc1ccc(F)c(CC2CCNCC2)c1,1,0
CCOC(=O)c1ccc2c(c1)Cn1cccc1CN2.Cc1ccccc1C(=O)Nc1ccc(C(=O)Cl)cc1>CCN(CC)CC.ClCCl>CCOC(=O)c1ccc2c(c1)Cn1cccc1CN2C(=O)c1ccc(NC(=O)c2ccccc2C)cc1,0,1
CCOC(=O)C(Br)c1cccc(F)c1.Nc1cccc(F)c1>>CCOC(=O)C(Nc1cccc(F)c1)c1cccc(F)c1,1,0
O=C(O)c1ccc(-n2ccccc2=O)cc1>C1CCOC1.CCN(CC)CC.CCOC(=O)Cl.O=S(=O)([O-])[O-].[BH4-].[Na+]>O=Cc1ccc(-n2ccccc2=O)cc1,0,1
C=CCC1OC(C)(C)OC1CN1C(=O)c2ccccc2C1=O.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>CCN(CC)CC.CCO.ClCCl.NN.O.O=C([O-])O.[Na+]>C=CCC1OC(C)(C)OC1CNC(=O)OC(C)(C)C,0,1
COc1ccc(-c2[nH]c3ccccc3c2CCNCC=Cc2ccc3c(c2)ncn3S(C)(=O)=O)cc1OC>[K+].[OH-]>COc1ccc(-c2[nH]c3ccccc3c2CCNCC=Cc2ccc3nc[nH]c3c2)cc1OC,0,1
CC(=N)NC(C)C.COC(OC)C(Br)C(C)=O>CC(C)O.CCN(CC)CC.O=S(=O)(O)O>CC(=O)c1cnc(C)n1C(C)C,0,1
CC1(C)OB(c2cnn(CCc3ccccc3)c2)OC1(C)C.Cc1ccc(S(=O)(=O)n2cc(I)c3cc(-c4cccc(OC5CCN(C(=O)OC(C)(C)C)CC5)c4)cnc32)cc1>CCO.Cc1ccccc1.Cl[Pd](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O.O=C([O-])[O-].[Na+]>Cc1ccc(S(=O)(=O)n2cc(-c3cnn(CCc4ccccc4)c3)c3cc(-c4cccc(OC5CCN(C(=O)OC(C)(C)C)CC5)c4)cnc32)cc1,1,0
CCOP(=O)(CP(=O)(OCC)OCC)OCC.COc1ccc2c(Oc3ccc(C=O)cc3)c(-c3ccccc3)c(C)cc2c1>C1CCOC1.CCOC(C)=O.O.[Li]CCCC>CCOP(=O)(C=Cc1ccc(Oc2c(-c3ccccc3)c(C)cc3cc(OC)ccc23)cc1)OCC,0,1
CC(C)(C)ON.O=C(O)C(=O)c1cccs1>Cl.O.O=C([O-])O.[Na+]>CC(C)(C)ON=C(C(=O)O)c1cccs1,0,1
COC(=O)c1ccc2cccnc2c1>CO.O=[Pt]=O>COC(=O)c1ccc2c(c1)NCCC2,1,0
Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)cc1N.Cc1scnc1C(=O)O>C1CCOC1.CC(=O)N(C)C.CN(C)C=O.O=C(Cl)C(=O)Cl>Cc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)cc1NC(=O)c1ncsc1C,0,1
OB(O)Oc1ccc(N2CCOCC2)cc1.Oc1cccc(-c2ccc3c(Br)c(O)ccc3c2)c1>>Oc1cccc(-c2ccc3c(-c4ccc(N5CCOCC5)cc4)c(O)ccc3c2)c1,0,1
CC(=O)N1c2ccccc2[C@H](Nc2ccccc2)C[C@@H]1C.O=C(Cl)c1ccco1>Cc1ccccc1.c1ccncc1>CC(=O)N1c2ccccc2[C@H](N(C(=O)c2ccco2)c2ccccc2)C[C@@H]1C,0,1
CCOC(=O)C(N)C(O)c1ccc(CN2CCCC2)s1.O=C(Cl)c1ccccc1>CCN(CC)CC.ClCCl.[Cl-].[Na+]>CCOC(=O)C(NC(=O)c1ccccc1)C(O)c1ccc(CN2CCCC2)s1,0,1
CC1(C)OB(c2cnn3ccncc23)OC1(C)C.Clc1cncc(-c2cnn3ccccc23)n1>>Clc1cncc(-c2cnn3ccncc23)n1,0,1
CSc1ccc([N+](=O)[O-])cc1>CO.[H][H].[Ni]>CSc1ccc(N)cc1,1,0
Cc1ccc(S(=O)(=O)n2cc(-c3cnn(Cc4cccc(F)c4)c3)c3cc(-c4ccc(N5CCN(C(=O)CO)CC5)cc4)cnc32)cc1>C1CCOC1.CO.Cc1ccc(S(=O)(=O)n2cc(-c3cnn(Cc4cccc(F)c4)c3)c3cc(-c4ccc(C5CCNCC5)cc4)cnc32)cc1.Cl.O.[Li+].[OH-]>O=C(CO)N1CCN(c2ccc(-c3cnc4[nH]cc(-c5cnn(Cc6cccc(F)c6)c5)c4c3)cc2)CC1,0,1
Nc1ccccc1.O=C(O)C1=COc2cc(O)ccc2O1>>O=C(Nc1ccccc1)C1=COc2cc(O)ccc2O1,1,0
COc1ccc(N)cc1-c1c(Br)cnn1C.COc1ccc(N=C=O)cc1>>COc1ccc(NC(=O)Nc2ccc(OC)c(-c3c(Br)cnn3C)c2)cc1,1,0
CC[C@@H](OC(=O)[C@H](OC)c1ccccc1)c1sc(-c2ccc(C(F)(F)F)cc2)nc1CN1CCC(C(F)(F)F)CC1>C1CCOC1.CCO.Cl.O.[Na+].[OH-]>CC[C@@H](O)c1sc(-c2ccc(C(F)(F)F)cc2)nc1CN1CCC(C(F)(F)F)CC1,0,1
CCOC(=O)N1CCCCN1.O=C=Nc1cc2c(cc1F)OCC(=O)N2>C1COCCO1.CCN(CC)CC>O=C1COc2cc(F)c(-n3c(=O)n4n(c3=O)CCCC4)cc2N1,1,0
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)O)C(F)(F)F.FC(F)(F)Cc1cnc(N2CCNCC2)s1>Cl>C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(CC(F)(F)F)s2)CC1)C(F)(F)F,0,1
CCc1c(Br)cccc1C(CO)CO.NC(c1ccccc1)c1ccccc1>CC#N.CCN(C(C)C)C(C)C.O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F>C=C(C(CC)=C(C)Br)C1CN(C(c2ccccc2)c2ccccc2)C1,0,1
CCOC(=O)c1cnc(N)c2ncn(CCCl)c12>C1CCOC1.CO.Cc1ccccc1.[Na+].[OH-]>Nc1ncc(C(=O)O)c2c1ncn2CCCl,0,1
O=S(Cl)Cl.OCc1c(Cl)cc(Cl)cc1Cl>CN(C)C=O.ClC(Cl)Cl>ClCc1c(Cl)cc(Cl)cc1Cl,1,0
CS(=O)(=O)c1ccc(N)nc1.Cn1cc(Br)cc(Br)c1=O>C1COCCO1.CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Pd]>Cn1cc(Br)cc(Nc2ccc(S(C)(=O)=O)cn2)c1=O,0,1
CC(=O)Nc1cnc(Cl)nc1C.CC(C)CCON=O>CC(=O)OC(C)=O.CC(=O)[O-].ClC(Cl)Cl.[K+]>CC(=O)n1ncc2nc(Cl)ncc21,1,0
COc1ccc(Nc2cc(-c3ccc(C(=O)O)cc3)nn3ccnc23)nc1OC.NCCc1cc[nH]c(=O)c1>CCN=C=NCCCN(C)C.CN(C)C=O.ClCCl.Cn1ccnc1>COc1ccc(Nc2cc(-c3ccc(C(=O)NCCc4cc[nH]c(=O)c4)cc3)nn3ccnc23)nc1OC,0,1
COC(=O)c1cc([N+](=O)[O-])c(Sc2nccnc2Cl)cc1OC>C1CCOC1.N.[Na]>COC(=O)c1cc2c(cc1OC)Sc1nccnc1N2,1,0
CC(C)(C)OC(=O)N1CCC(F)(C(=O)O)CC1.Nc1ccc(OC(F)(F)F)cc1>>CC(C)(C)OC(=O)N1CCC(F)(C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,0,1
O=C(OCc1ccccc1)c1ccc(O)cc1.O=[N+]([O-])c1ccc(F)cc1OCc1ccccc1>CS(C)=O.[K]>O=C(OCc1ccccc1)c1ccc(Oc2ccc([N+](=O)[O-])c(OCc3ccccc3)c2)cc1,1,0
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Cc1nn(C(=O)OC(C)(C)C)cc1Br>CC(=O)[O-].COCCOC.[K+]>Cc1nn(C(=O)OC(C)(C)C)cc1B1OC(C)(C)C(C)(C)O1,0,1
CCOC(=O)C(C)c1ccc2nc(NS(C)(=O)=O)sc2c1>C1CCOC1.CC(=O)O.O.[Na+].[OH-]>CC(C(=O)O)c1ccc2nc(NS(C)(=O)=O)sc2c1,1,0
O=C(NCc1ccc(OCc2ccccc2)cc1)c1ccc2ncccc2c1>CSc1ccccc1.O=C(O)C(F)(F)F.O=C([O-])O.[Na+]>O=C(NCc1ccc(O)cc1)c1ccc2ncccc2c1,0,1
C=C(C)C(O)c1ccc(C(=O)OCc2ccccc2)o1.CCC(=O)O.CCOC(OCC)OCC>>CCOC(=O)CC/C(C)=C/c1ccc(C(=O)OCc2ccccc2)o1,0,1
O=C(O)Cc1c[nH]c2ccccc12.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>CC(=O)OC(C)=O.CO.O=C(O)C(F)(F)F.c1ccc2[nH]ccc2c1.c1ccc2c(c1)CCN2.c1ccncc1.c1cscn1>O=C(O)Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc12,0,1
CC(C)(C)[Si](OCCCC1OC(=O)C=C1c1ccccc1)(c1ccccc1)c1ccccc1>C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.CCOC(C)=O.Cl.[F-]>O=C1C=C(c2ccccc2)C(CCCO)O1,1,0
CC(C)c1ccc(CO)cc1.O=C(n1ccnc1)n1ccnc1>Cc1ccccc1>CC(C)c1ccc(COC(=O)n2ccnc2)cc1,1,0
Cc1c(CSCCc2ccccc2)oc2cccc(OCCCNCc3cccnc3)c12.O=C(OO)c1cccc(Cl)c1>ClCCl.O=C(O)C(F)(F)F>Cc1c(CS(=O)CCc2ccccc2)oc2cccc(OCCCNCc3cccnc3)c12,0,1
CCN(CC)C(=O)C(O)(CC)c1cc[nH]c(=O)c1CO>CCC(=O)C(=O)N(CC)CC.COCCOC.Cl>CCC1(O)C(=O)OCc2c1cc[nH]c2=O,0,1
CI.O[C@@H]1[C@@H](C(F)F)C[C@@H]2OC(=S)N[C@@H]2[C@H]1O>CCO.[Na+].[OH-]>CSC1=N[C@H]2[C@H](C[C@H](C(F)F)[C@@H](O)[C@@H]2O)O1,1,0
CC(C)(C)OC(=O)N1CCNCC1.CC(C)C(Nc1cc(F)ccc1[N+](=O)[O-])c1ccccc1>CC#N.CCN(C(C)C)C(C)C>CC(C)C(Nc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)ccc1[N+](=O)[O-])c1ccccc1,1,0
C1=CCNCC1.Clc1cc(Br)c(Cl)nn1>CN(C)C=O.O.O=C([O-])[O-].[K+]>Clc1cc(N2CC=CCC2)c(Cl)nn1,1,0
CC(C)(C)OC(=O)N1CC2CCC(N)CC2C1.Clc1ncc(Cl)c(Cl)n1>CCN(CC)CC.CCO>CC(C)(C)OC(=O)N1CC2CCC(Nc3nc(Cl)ncc3Cl)CC2C1,1,0
CCC(=O)O[C@]1(C(=O)C(O)OC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.CCCCC(=O)O>C(=NC1CCCCC1)=NC1CCCCC1.CN1CCOCC1.ClCCl.On1nnc2ccccc21>CCCCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)OC(O)C(=O)[C@@]1(OC(=O)CC)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(C)C,0,1
CC(C)(C)OC(=O)N[C@@H]1CCNC1.O=C1CCOCC1>CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.[Na+]>CC(C)(C)OC(=O)N[C@@H]1CCN(C2CCOCC2)C1,0,1
CCCCN(CCN)CCCC.COc1cc(Oc2ncnc3cc(OC)c(OC)cc23)ccc1N.O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl>CCN(CC)CC.ClC(Cl)Cl.O>CCCCN(CCCC)CCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1OC,0,1
C[C@@H]1O[C@@H](OCCCCC(=O)O)[C@H](OCc2ccccc2)C[C@H]1OCc1ccccc1.C[C@@H]1O[C@@H](O[C@H](C)CCC(=O)OCc2ccccc2)[C@H](O)C[C@H]1OC(=O)[C@H](C)CN=[N+]=[N-]>CCCCCC.CCN=C=NCCCN(C)C.CCOC(C)=O.CN(C)c1ccncc1.Cl.ClCCl>C[C@@H]1O[C@@H](OCCCCC(=O)O[C@@H]2C[C@@H](OC(=O)[C@H](C)CN=[N+]=[N-])[C@H](C)O[C@H]2O[C@H](C)CCC(=O)OCc2ccccc2)[C@H](OCc2ccccc2)C[C@H]1OCc1ccccc1,1,0
COCCN1C(=O)c2ccc(O)cc2C1=O.Fc1ccc(CBr)cc1>CC(C)=O.O=C([O-])[O-].[K+]>COCCN1C(=O)c2ccc(OCc3ccc(F)cc3)cc2C1=O,0,1
CC(C)=CCC/C(C)=C/COc1ccc(C(=O)O)cc1.CCN(CC)CCSc1nnc(N)s1>C1CCOC1.O=C(n1ccnc1)n1ccnc1.[H-].[Na+]>CCN(CC)CCSc1nnc(NC(=O)c2ccc(OC/C=C(\C)CCC=C(C)C)cc2)s1,1,0
CC(C)(C)O.Cc1cccc(C(=O)c2c(C(=O)O)sc3c2ccc(=O)n3-c2ccccc2)c1.O=C([O-])O.[N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1>CCN(CC)CC.[Na+]>Cc1cccc(C(=O)c2c(NC(=O)OC(C)(C)C)sc3c2ccc(=O)n3-c2ccccc2)c1,1,0
CCOC(=O)c1cc(SCC)cc2[nH]c(N)nc12.O=C(OO)c1cccc(Cl)c1.O=S([O-])([O-])=S>ClCCl.O=C([O-])O.[Na+]>CCOC(=O)c1cc(S(=O)(=O)CC)cc2[nH]c(N)nc12,1,0
CC(C)(C)N.O=S(=O)(Cl)c1cc(Cl)ccc1F>C1CCOC1>CC(C)(C)NS(=O)(=O)c1cc(Cl)ccc1F,1,0
O=C1c2ccccc2C(=O)N1CCn1nc2c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)cnn2c1=O>CCO.CCOC(C)=O.NN.O>NCCn1nc2c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)cnn2c1=O,0,1
CC(=O)N1CC(=O)c2c1ccc(F)c2Cl.COS(=O)(=O)OC>O=C([O-])O.[Na+].[OH-]>COc1cn(C(C)=O)c2ccc(F)c(Cl)c12,1,0
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)O.Cc1ncc(CN)s1>Cc1nc(-n2cnn(Cc3ccc(C(F)(F)F)cc3)c2=O)sc1C(=O)O.Cl>Cc1ncc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)s1,0,1
COC(=O)[C@H](CSc1ccc(C(=O)O)cc1N)NC(=O)OC(C)(C)C>COC(C)(C)C.[Na+].[OH-]>CC(C)(C)OC(=O)N[C@@H](CSc1ccc(C(=O)O)cc1N)C(=O)O,1,0
BrCc1ccccc1.O=C1OC(CCO)C(O)=C1OCc1ccccc1>C1CCOC1.CCN(C(C)C)C(C)C.Cl>O=C1OC(CCO)C(OCc2ccccc2)=C1OCc1ccccc1,0,1
CCCCCCCCBr.COC(=O)CCCc1ccc(O)c(-c2cc(CCCC(=O)OC)ccc2O)c1>CN(C)C=O.O=C([O-])[O-].[Cu].[K+]>CCCCCCCCOc1ccc(CCCC(=O)OC)cc1-c1cc(CCCC(=O)OC)ccc1O,1,0
BrC(c1ccccc1)c1ccccc1.CC1(C)C2CNCC1CN(CC1CC1)C2>C1CCOC1.O=C(O)CC(O)(CC(=O)O)C(=O)O.[Li+].[NH2-]>CC1(C)C2CN(CC3CC3)CC1CN(C(c1ccccc1)c1ccccc1)C2,1,0
CC(C)(C)OC(=O)ON=C(C#N)c1ccccc1.N[C@@]1(C(=O)O)[C@H](OCc2ccc(Cl)c(Cl)c2)[C@@H](O)[C@@H]2[C@H]1[C@H]2C(=O)O>C1COCCO1.CCN(CC)CC.Cl.O>CC(C)(C)OC(=O)N[C@@]1(C(=O)O)[C@H](OCc2ccc(Cl)c(Cl)c2)[C@@H](O)[C@@H]2[C@H]1[C@H]2C(=O)O,1,0
C=C[Sn](CCCC)(CCCC)CCCC.O=C1CCC(=O)c2ccc(I)cc2N1>CCOC(C)=O.CN(C)C=O.[Cu]I.[F-].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>C=Cc1ccc2c(c1)NC(=O)CCC2=O,0,1
COc1ccc(CCNC(C)=O)cc1Nc1ncc2c(C)nc(-c3cccc(C(F)(F)F)c3)n2n1>Cl>COc1ccc(CCN)cc1Nc1ncc2c(C)nc(-c3cccc(C(F)(F)F)c3)n2n1,0,1
CI.COc1cccc(-c2cnc(N)c(-c3nnc(C4CCNCC4)o3)c2)c1>C1CCOC1.[H-].[Na+]>COc1cccc(-c2cnc(N)c(-c3nnc(C4CCN(C)CC4)o3)c2)c1,0,1
CCCOc1nc(S(C)(=O)=O)nc2oc(-c3cccc(C)c3)nc12.Sc1nccs1>CN(C)C=O.O=C([O-])[O-].[Cs+]>CCCOc1nc(Sc2nccs2)nc2oc(-c3cccc(C)c3)nc12,0,1
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.O=C(N1CC=C(OS(=O)(=O)C(F)(F)F)CC1)C(F)(F)F>C1COCCO1.Cl[Pd](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O.O=C([O-])[O-].[Cs+].[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>CC1(C)OB(C2=CCN(C(=O)C(F)(F)F)CC2)OC1(C)C,0,1
CCN(CC)CC.CCOC(=O)c1cccc(N)c1.Cc1ccc2c(c1)N(CC(=O)c1cccs1)C(=O)C(N)CN2C(=O)c1cccs1.O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl>C1CCOC1.ClC(Cl)Cl.O>CCOC(=O)c1ccc(NC(=O)NC2CN(C(=O)c3cccs3)c3ccc(C)cc3N(CC(=O)c3cccs3)C2=O)cc1,1,0
COc1cc(-c2ccncc2)c(C)cc1N.O=C(OC(=O)C(F)(F)F)C(F)(F)F>C1CCOC1.CCN(CC)CC>COc1cc(-c2ccncc2)c(C)cc1NC(=O)C(F)(F)F,1,0
Cc1ccccc1-n1nc(C(C)(C)C)cc1Nc1ccccc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1>O=S(=O)(O)O.[Na+].[OH-]>Cc1ccccc1-n1nc(C(C)(C)C)cc1Nc1ccccc1S(N)(=O)=O,0,1
Cn1c(C=O)nc2c(N3CCOCC3)nc(Cl)nc21.OCCc1nc2ccccc2[nH]1>C1COCCO1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Pd]>Cn1c(C=O)nc2c(N3CCOCC3)nc(-n3c(CCO)nc4ccccc43)nc21,0,1
COc1cccc2cccnc12.C[Si](C)(C)c1ccccc1OS(=O)(=O)C(F)(F)F.O=Cc1ccc(Cl)cc1>C1CCOC1.C1COCCOCCOCCOCCOCCO1.[F-].[K+]>Clc1ccc(C2OC3C=Cc4ccccc4N3c3ccccc32)cc1,0,1
O=Cc1cc2ccccc2[nH]c1=O.c1cc(CCC2CCNCC2)c2c(c1)OCO2>C1CCOC1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.O=C([O-])O.[Na+]>O=c1[nH]c2ccccc2cc1CN1CCC(CCc2cccc3c2OCO3)CC1,0,1
COC(=O)c1ccc(NCC(F)(F)F)cc1>CO.O.[K+].[OH-]>O=C(O)c1ccc(NCC(F)(F)F)cc1,1,0
N#CC1(c2ccccc2F)CCOCC1>COCCOC.O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Al+3].[H-].[K+].[Li+].[Na+]>c1ccc2c(c1)NCC21CCC1,0,1
O=C(O)C(=O)C(Cc1ccccc1)c1ccccc1>C1CCOC1.ClCc1ccccc1>O=C(O)C(=O)Cc1ccccc1,0,1
Cc1ccccc1.OB(O)c1ccc2ccc3cccc4ccc1c2c34>O=C([O-])[O-].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>c1ccc(C2c3ccc(-c4ccc5ccc6cccc7ccc4c5c67)cc3-c3cc(-c4ccc5ccc6cccc7ccc4c5c67)ccc3C2c2ccccc2)cc1,0,1
Brc1ccc(OC2CNC2)nc1.O=C(Cl)Oc1ccc([N+](=O)[O-])cc1>Cl>O=C(Oc1ccc([N+](=O)[O-])cc1)N1CC(Oc2ccc(Br)cn2)C1,0,1
C=C(C)OC(=O)Nc1cc(Oc2ccc([N+](=O)[O-])c3ccccc23)ncn1.CN1CCOCC1>C1CCOC1.CO.N>NC(=O)Nc1cc(Oc2ccc([N+](=O)[O-])c3ccccc23)ncn1,0,1
CC(C)(C)OC(=O)N1CCNCC1.Cc1nc(C=O)ccc1Br>CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.O.[Na+]>Cc1nc(CN2CCN(C(=O)OC(C)(C)C)CC2)ccc1Br,1,0
CC(C)(C)OC(=O)NN1CCN(CC2(C)Cn3cc([N+](=O)[O-])nc3O2)CC1.O=Cc1ccc(OC(F)(F)F)cc1>ClCCl.O=C(O)C(F)(F)F.O=C([O-])O.[Na+]>CC1(CN2CCN(N=Cc3ccc(OC(F)(F)F)cc3)CC2)Cn2cc([N+](=O)[O-])nc2O1,0,1
N#Cc1ccccc1O.O=c1c(Cl)c(Cl)cnn1C1CCCCO1>CC#N.O=C([O-])[O-].[K+]>N#Cc1ccccc1Oc1cnn(C2CCCCO2)c(=O)c1Cl,1,0
